sample.date,sampler,growblk,variety,brix,ta,ph
07-09-04,MZ,*19SMF,SEM,22.90,7.50,3.42
07-09-04,MZ,*19SMH,SEM,22.90,7.50,3.42
07-09-04,MZ,*19SMI,SEM,22.90,7.50,3.42
07-09-05,MZ,*02CHC,CHD,22.70,7.60,3.30
07-09-05,JH,*10CHA,CHD,22.80,6.80,3.42
07-09-05,FM,*10CHQ,CHD,22.30,7.30,3.48
07-09-05,FM,*11CHC,CHD,23.20,8.40,3.35
07-09-05,FM,*11CHD,CHD,22.30,7.90,3.28
07-09-05,FM,*11CHE,CHD,22.30,8.30,3.26
07-09-05,FM,*11CHO,CHD,22.60,7.80,3.34
07-09-05,FM,*11CHX,CHD,23.50,7.20,3.40
07-09-05,GO,*18PBF,PBL,20.70,7.50,3.19
07-09-05,GO,*18PBK,PBL,21.20,8.80,3.22
07-09-05,JH,*10PGC,PGR,21.20,6.50,3.43
07-09-05,JH,*10PGD,PGR,21.50,6.00,3.47
07-09-05,MX,*02SBB,SBL,20.40,7.90,3.19
07-09-05,MZ,*02SBK,SBL,22.00,10.40,3.11
07-09-05,MZ,*02SBN,SBL,22.10,9.40,3.23
07-09-05,MZ,*02SBR,SBL,22.30,10.20,3.18
07-09-05,JH,*10SBB,SBL,21.30,6.90,3.35
07-09-05,JH,*10SBO,SBL,20.60,6.70,3.47
07-09-05,JH,*16SMI,SEM,19.50,6.90,3.34
07-09-06,MZ,*03CHM,CHD,25.10,7.40,3.39
07-09-06,MZ,*03PBC,PBL,19.90,10.70,3.13
07-09-06,MZ,*03PBD,PBL,20.60,9.90,3.13
07-09-06,JH,*10PBS,PBL,20.40,8.00,3.31
07-09-06,FM,*11PBS,PBL,20.60,8.40,3.23
07-09-06,FM,*09PGB,PGR,20.60,6.40,3.34
07-09-06,FM,*09PGD,PGR,21.10,6.50,3.34
07-09-06,JH,*10PGR,PGR,22.30,6.00,3.57
07-09-06,GO,*10PGV,PGR,22.00,6.60,3.49
07-09-06,FM,*01PNC,PNN,20.50,6.50,3.44
07-09-06,MZ,*03PNA,PNN,22.30,8.80,3.25
07-09-06,MZ,*03PNB,PNN,21.70,8.10,3.25
07-09-06,FM,*04PNB,PNN,22.80,6.60,3.37
07-09-06,FM,*11SBU,SBL,21.30,6.50,3.38
07-09-06,FM,*11SBY,SBL,21.50,6.40,3.34
07-09-06,GO,*12SBJ,SBL,19.80,6.30,3.42
07-09-06,GO,*12SMG,SEM,20.80,7.90,3.35
07-09-06,GO,*12SMN,SEM,21.20,8.10,3.42
07-09-10,MZ,*02CHC,CHD,24.00,6.70,3.38
07-09-10,MZ,*02CHD,CHD,24.30,6.30,3.39
07-09-10,MX,*02CHE,CHD,24.50,6.70,3.39
07-09-10,JH,*10CHA,CHD,24.30,6.20,3.62
07-09-10,GO,*15CHC,CHD,19.10,12.70,3.17
07-09-10,FM,*11GAK,GAM,22.80,7.30,3.45
07-09-10,FM,*17MEC,MER,24.30,6.10,3.51
07-09-10,MZ,*19MEC,MER,23.60,6.30,3.31
07-09-10,MZ,*19MEM,MER,25.10,6.00,3.38
07-09-10,FM,*10PGC,PGR,22.60,6.40,3.52
07-09-10,FM,*10PGR,PGR,22.60,6.00,3.55
07-09-10,FM,*11PNF,PNN,23.90,6.70,3.50
07-09-10,FM,*11PNG,PNN,23.40,6.80,3.46
07-09-10,FM,*11PNH,PNN,22.90,7.80,3.37
07-09-10,JH,*10SBB,SBL,23.60,5.80,3.65
07-09-10,JH,*16SBC,SBL,23.20,6.40,3.52
07-09-10,JH,*16SBC,SBL,22.70,6.20,3.57
07-09-10,JH,*16SBC,SBL,21.30,6.30,3.53
07-09-10,JH,*16SBC,SBL,21.10,5.90,3.64
07-09-10,JH,*16SMF,SEM,20.70,6.10,3.51
07-09-10,MZ,*19VIA,VIO,24.90,7.60,3.43
07-09-11,GO,*08CHA,CHD,22.60,6.90,3.44
07-09-11,FM,*10CHP,CHD,23.60,6.50,3.52
07-09-11,FM,*10CHQ,CHD,23.60,6.50,3.52
07-09-11,FM,*11CHC,CHD,24.80,7.60,3.43
07-09-11,MZ,*02MEM,MER,25.80,4.80,3.48
07-09-11,GO,*18MEG,MER,22.90,7.10,3.29
07-09-11,GO,*18PBF,PBL,21.80,6.50,3.27
07-09-11,GO,*18PBK,PBL,22.30,7.70,3.24
07-09-11,GO,*08PGB,PGR,22.50,7.10,3.25
07-09-11,FM,*10PNG,PNN,23.30,5.60,3.59
07-09-11,FM,*10PNH,PNN,22.10,5.50,3.62
07-09-11,FM,*10PNI,PNN,22.50,5.60,3.68
07-09-11,MZ,*02SBB,SBL,23.10,5.70,3.34
07-09-11,MZ,*02SBB,SBL,21.80,6.40,3.28
07-09-11,MZ,*02SBB,SBL,22.40,7.20,3.19
07-09-11,MZ,*02SBB,SBL,23.10,7.10,3.23
07-09-11,JH,*02SBK,SBL,23.60,7.60,3.20
07-09-11,JH,*02SBN,SBL,24.40,6.60,3.30
07-09-11,JH,*02SBR,SBL,23.10,7.20,3.21
07-09-11,FM,*10SBO,SBL,22.80,5.90,3.53
07-09-11,FM,*16SMI,SEM,22.30,6.50,3.38
07-09-12,MZ,*05CHG,CHD,23.40,7.30,3.53
07-09-12,MZ,*05CHK,CHD,23.40,7.30,3.53
07-09-12,FM,*11CHD,CHD,24.10,7.30,3.41
07-09-12,FM,*11CHE,CHD,23.90,7.80,3.38
07-09-12,FM,*11CHO,CHD,24.10,7.40,3.46
07-09-12,FM,*11CHX,CHD,24.70,7.30,3.44
07-09-12,GO,INKEHZ,EHR,22.20,8.50,3.21
07-09-12,MZ,*02MEI,MER,26.70,4.10,3.90
07-09-12,MZ,*02MEJ,MER,26.10,4.80,3.56
07-09-12,FM,*11MEZ,MER,24.10,6.30,3.43
07-09-12,GO,*10PGR,PGR,23.40,5.30,3.59
07-09-12,GO,*10PGV,PGR,23.60,5.70,3.64
07-09-12,JH,INKPGY,PGR,21.50,6.60,3.41
07-09-12,JH,INKPGY,PGR,21.40,7.70,3.30
07-09-12,GO,INKPGY,PGR,22.70,7.50,3.36
07-09-12,GO,INKPNG,PNN,22.20,6.70,3.54
07-09-12,JH,INKPNZ,PNN,21.40,7.10,3.38
07-09-12,MZ,*02SBN,SBL,23.90,7.00,3.43
07-09-12,FM,*11SBU,SBL,22.40,6.20,3.49
07-09-12,FM,*11SBY,SBL,23.20,6.20,3.44
07-09-12,JH,*12SBJ,SBL,20.00,6.50,3.42
07-09-12,GO,INKSBX,SBL,23.00,8.80,3.18
07-09-12,GO,INKSBX,SBL,22.90,8.30,3.15
07-09-13,JH,SPEBCE,BCC,18.10,8.60,3.15
07-09-13,JH,*06CHF,CHD,23.60,8.00,3.39
07-09-13,JH,SPEFOA,FOC,25.30,11.50,3.37
07-09-13,FM,*11MEV,MER,25.40,6.10,3.43
07-09-13,FM,*11MEW,MER,24.40,5.90,3.47
07-09-13,MZ,*03PBC,PBL,21.80,9.40,3.17
07-09-13,MZ,*03PBD,PBL,22.00,9.00,3.25
07-09-13,GO,*10PBS,PBL,21.70,6.40,3.31
07-09-13,GO,*10PBT,PBL,21.10,6.00,3.40
07-09-13,GO,*10PBX,PBL,21.20,6.70,3.44
07-09-13,FM,*11PBS,PBL,21.60,7.00,3.39
07-09-13,JH,*06PGE,PGR,21.50,8.40,3.39
07-09-13,JH,*06PGH,PGR,24.10,6.20,3.64
07-09-13,FM,*09PGB,PGR,22.80,5.80,3.52
07-09-13,FM,*09PGD,PGR,22.30,6.10,3.47
07-09-13,JH,*22PGD,PGR,19.40,9.20,3.12
07-09-13,JH,SPEPGB,PGR,19.40,11.10,3.10
07-09-13,JH,SPEPGG,PGR,19.90,10.00,3.15
07-09-13,JH,SPEPGJ,PGR,20.70,9.80,3.23
07-09-13,FM,*01PNC,PNN,22.20,6.00,3.56
07-09-13,MZ,*03PNA,PNN,24.80,6.70,3.51
07-09-13,MZ,*03PNB,PNN,24.30,7.20,3.48
07-09-13,FM,*04PNB,PNN,24.50,6.20,3.47
07-09-13,GO,*12SMG,SEM,23.20,6.50,3.42
07-09-13,GO,*12SMN,SEM,23.00,7.00,3.44
07-09-14,MZ,*02MEI,MER,27.40,4.50,3.87
07-09-14,JH,*02MEJ,MER,26.80,4.70,3.73
07-09-14,GO,*02MEM,MER,27.20,5.00,3.70
07-09-14,MZ,*03MEF,MER,26.20,4.90,3.67
07-09-14,MZ,*04MEA,MER,24.60,6.10,3.41
07-09-14,JH,*02SZQ,SHZ,24.10,5.90,3.55
07-09-17,GO,*10CHP,CHD,25.30,5.50,3.73
07-09-17,GO,*10CHQ,CHD,25.30,5.50,3.73
07-09-17,MZ,*11CHX,CHD,25.30,6.80,3.50
07-09-17,MZ,*11CHX,CHD,26.70,6.20,3.55
07-09-17,MZ,GABCHD,CHD,23.20,6.60,3.43
07-09-17,FM,*01MEB,MER,25.70,4.90,3.64
07-09-17,FM,*01MED,MER,23.40,5.60,3.49
07-09-17,FM,*01MEE,MER,25.90,4.50,3.78
07-09-17,FM,*01MEG,MER,24.40,5.00,3.58
07-09-17,FM,*01MEH,MER,25.90,4.90,3.57
07-09-17,MZ,*03MEE,MER,24.70,6.10,3.46
07-09-17,MZ,*03MEI,MER,25.60,3.60,4.14
07-09-17,MZ,*03MEJ,MER,26.20,4.30,3.92
07-09-17,FM,*09MEA,MER,24.50,5.00,3.60
07-09-17,FM,*09MEC,MER,24.60,5.00,3.59
07-09-17,JH,*18MEG,MER,23.90,6.20,3.50
07-09-17,JH,*18MEH,MER,24.30,5.80,3.52
07-09-17,GO,*18MEI,MER,24.90,6.20,3.58
07-09-17,GO,*18MEJ,MER,25.00,5.80,3.48
07-09-17,AN,*19MEC,MER,24.70,5.60,3.47
07-09-17,AN,*19MEM,MER,26.10,5.20,3.46
07-09-17,JH,*12PBF,PBL,22.30,5.50,3.56
07-09-17,JH,*12PBM,PBL,23.00,5.50,3.64
07-09-17,GO,*10PGC,PGR,24.20,4.90,3.61
07-09-17,GO,*10PGD,PGR,24.80,4.70,3.67
07-09-17,GO,*10PGV,PGR,24.90,5.30,3.75
07-09-17,GO,*10PNG,PNN,25.60,4.30,3.86
07-09-17,GO,*10PNH,PNN,24.00,4.50,3.90
07-09-17,GO,*10PNI,PNN,24.00,4.30,3.93
07-09-17,JH,*12PNH,PNN,24.90,4.80,4.00
07-09-17,JH,*12PNH,PNN,24.50,4.80,3.83
07-09-17,JH,*12PNH,PNN,23.90,5.20,3.73
07-09-17,JH,*12PNH,PNN,24.60,4.40,4.07
07-09-17,JH,*12PNO,PNN,24.30,4.95,3.98
07-09-17,JH,*12PNO,PNN,23.50,5.40,3.77
07-09-17,JH,*12PNO,PNN,23.70,5.30,3.85
07-09-17,JH,*12PNO,PNN,23.80,5.30,3.96
07-09-17,GO,*10SBB,SBL,24.60,4.90,3.64
07-09-17,JH,*16SBC,SBL,24.30,5.50,3.61
07-09-17,JH,*16SBC,SBL,23.40,5.00,3.69
07-09-17,FM,*09SZE,SHZ,22.60,6.80,3.56
07-09-17,MZ,*20SZB,SHZ,24.00,5.40,3.51
07-09-18,JH,*16CFG,CAF,25.50,4.20,3.80
07-09-18,MZ,*05CHG,CHD,24.60,6.00,3.59
07-09-18,MZ,*05CHK,CHD,24.60,6.00,3.59
07-09-18,FM,*11CHC,CHD,25.70,6.00,3.57
07-09-18,FM,*11CHD,CHD,24.70,5.90,3.53
07-09-18,FM,*11CHE,CHD,25.30,6.20,3.48
07-09-18,GO,*10MEJ,MER,26.00,4.20,3.75
07-09-18,GO,*12MEI,MER,24.90,4.90,3.65
07-09-18,JH,*12MEP,MER,24.80,4.40,3.79
07-09-18,JH,*12MEP,MER,24.80,5.20,3.68
07-09-18,JH,*16MEH,MER,27.00,3.90,3.77
07-09-18,MZ,GABMER,MER,23.90,5.40,3.38
07-09-18,MZ,*03PBC,PBL,22.90,6.90,3.40
07-09-18,MZ,*03PBD,PBL,23.50,6.40,3.35
07-09-18,GO,*10PBS,PBL,22.40,5.90,3.37
07-09-18,GO,*10PBT,PBL,22.40,5.20,3.53
07-09-18,GO,*10PBW,PBL,21.90,5.30,3.54
07-09-18,GO,*10PBX,PBL,22.10,5.60,3.57
07-09-18,FM,*11PBS,PBL,22.60,6.00,3.41
07-09-18,FM,*09PGB,PGR,23.40,5.40,3.51
07-09-18,FM,*09PGD,PGR,23.30,5.20,3.68
07-09-18,FM,*01PNC,PNN,23.10,4.90,3.69
07-09-18,MZ,*03PNA,PNN,25.20,5.90,3.65
07-09-18,MZ,*03PNB,PNN,25.20,5.70,3.72
07-09-18,MZ,*04PNB,PNN,25.40,5.10,3.53
07-09-18,GO,*12PNA,PNN,23.20,4.60,3.91
07-09-18,GO,*12PNA,PNN,23.10,5.20,3.77
07-09-18,GO,*12PNA,PNN,22.80,5.60,3.68
07-09-18,GO,*12PNC,PNN,22.80,5.20,3.72
07-09-18,JH,*16RSD,RSL,19.30,8.30,3.17
07-09-18,JH,*16RSD,RSL,21.50,8.10,3.15
07-09-18,JH,*16RSD,RSL,24.10,7.20,3.24
07-09-18,FM,*11SBU,SBL,24.30,5.00,3.65
07-09-18,FM,*11SBU,SBL,24.60,4.90,3.64
07-09-18,JH,*12SBJ,SBL,22.30,5.20,3.61
07-09-18,JH,*16SZK,SHZ,25.70,4.80,3.82
07-09-19,GO,*08CHA,CHD,24.10,6.80,3.47
07-09-19,MZ,*02MEI,MER,28.60,4.40,3.86
07-09-19,FM,*02MEI,MER,27.10,4.20,4.11
07-09-19,MZ,*02MEJ,MER,27.40,5.50,3.69
07-09-19,FM,*02MEJ,MER,27.30,4.50,3.98
07-09-19,MZ,*02MEM,MER,27.20,4.30,3.92
07-09-19,FM,*02MEM,MER,27.10,5.30,3.80
07-09-19,MZ,*04MEA,MER,25.70,5.70,3.74
07-09-19,GO,*08MEC,MER,25.30,5.10,3.49
07-09-19,JH,*06PGG,PGR,23.70,6.40,3.77
07-09-19,JH,*06PGH,PGR,24.60,5.70,3.82
07-09-19,GO,*08PGB,PGR,24.10,6.70,3.25
07-09-21,JH,SPEBCE,BCC,18.00,8.10,3.07
07-09-21,AN,*06CHF,CHD,23.60,8.00,3.46
07-09-21,JH,*15CHC,CHD,21.80,10.00,3.20
07-09-21,JH,*15CHC,CHD,23.10,10.10,3.26
07-09-21,JH,*15CHD,CHD,20.80,11.20,3.19
07-09-21,JH,*15CHD,CHD,23.30,10.00,3.20
07-09-21,JH,*15CHE,CHD,22.80,9.80,3.18
07-09-21,JH,*15CHE,CHD,23.80,9.90,3.19
07-09-21,JH,*15CHF,CHD,21.70,10.80,3.23
07-09-21,GO,*15CHG,CHD,23.20,9.90,3.26
07-09-21,JH,*15CHY,CHD,21.50,9.20,3.20
07-09-21,JH,*15CHY,CHD,23.10,9.10,3.19
07-09-21,GO,*15CHY,CHD,22.10,10.50,3.21
07-09-21,MZ,DEKCHD,CHD,23.00,8.00,3.44
07-09-21,JH,*15GWH,GZT,22.50,6.00,3.36
07-09-21,GO,SPEGWH,GZT,21.50,7.60,3.28
07-09-21,AN,RAIMER,MER,22.30,6.90,3.42
07-09-21,GO,*15PBJ,PBL,22.30,8.50,3.27
07-09-21,GO,*15PBL,PBL,20.70,8.50,3.11
07-09-21,GO,*15PBP,PBL,21.60,8.40,3.11
07-09-21,GO,*15PBQ,PBL,21.30,8.10,3.13
07-09-21,GO,*15PBS,PBL,21.30,8.80,3.08
07-09-21,GO,SPEPBD,PBL,19.90,11.00,3.07
07-09-21,JH,SPEPBI,PBL,17.80,11.30,3.01
07-09-21,AN,*06PGE,PGR,24.10,7.00,3.51
07-09-21,JH,*15PGT,PGR,22.00,9.00,3.23
07-09-21,GO,*15PGU,PGR,21.40,7.90,3.28
07-09-21,GO,*15PGV,PGR,22.10,7.40,3.29
07-09-21,GO,*22PGD,PGR,21.50,8.40,3.17
07-09-21,AN,RAIPGR,PGR,21.50,7.20,3.44
07-09-21,JH,SPEPGB,PGR,21.10,9.40,3.18
07-09-21,JH,SPEPGG,PGR,21.10,8.80,3.07
07-09-21,GO,SPEPGJ,PGR,21.60,10.10,3.13
07-09-21,GO,*07PNC,PNN,22.90,8.40,3.18
07-09-21,GO,*07PNC,PNN,21.50,8.60,3.23
07-09-24,GO,INKEHZ,EHR,23.10,6.51,3.31
07-09-24,FM,*01MEB,MER,25.50,4.25,3.53
07-09-24,FM,*01MED,MER,23.60,4.88,3.36
07-09-24,FM,*01MEE,MER,25.50,3.83,3.65
07-09-24,FM,*01MEG,MER,23.80,4.21,3.39
07-09-24,FM,*01MEH,MER,26.10,4.24,3.52
07-09-24,MZ,*03MEE,MER,24.70,5.80,3.33
07-09-24,MZ,*03MEI,MER,25.80,3.21,4.02
07-09-24,MZ,*03MEJ,MER,26.20,3.56,3.77
07-09-24,FM,*09MEA,MER,24.90,4.60,3.41
07-09-24,FM,*09MEC,MER,24.70,4.50,3.42
07-09-24,FM,*11MEV,MER,25.40,4.78,3.31
07-09-24,FM,*11MEW,MER,25.20,4.43,3.34
07-09-24,FM,*11MEZ,MER,24.90,4.67,3.31
07-09-24,JH,*10PBS,PBL,23.20,5.13,3.55
07-09-24,JH,*10PBT,PBL,22.30,5.06,3.55
07-09-24,JH,*10PBW,PBL,22.70,5.14,3.49
07-09-24,JH,*10PBX,PBL,23.10,5.63,3.64
07-09-24,JH,*10PGD,PGR,24.20,4.70,3.71
07-09-24,GO,INKPGY,PGR,24.30,6.45,3.31
07-09-24,GO,INKPGY,PGR,22.90,6.00,3.38
07-09-24,GO,INKPGY,PGR,22.60,6.61,3.33
07-09-24,JH,*10PNG,PNN,26.20,4.28,3.75
07-09-24,JH,*10PNH,PNN,24.50,4.16,3.80
07-09-24,JH,*10PNI,PNN,24.80,4.11,3.86
07-09-24,GO,INKPNG,PNN,23.70,5.51,3.50
07-09-24,GO,INKPNZ,PNN,22.80,5.91,3.49
07-09-24,JH,*12SBJ,SBL,23.00,5.34,3.42
07-09-24,GO,INKSBX,SBL,24.60,7.64,3.28
07-09-24,GO,INKSBX,SBL,24.70,6.95,3.31
07-09-24,MZ,*02SZQ,SHZ,24.10,4.54,3.54
07-09-24,MZ,*09SZE,SHZ,23.00,5.51,3.39
07-09-24,MZ,*20SZB,SHZ,23.70,5.38,3.33
07-09-25,MZ,*02MEI,MER,27.00,4.60,3.90
07-09-25,MZ,*02MEI,MER,27.80,4.80,3.80
07-09-25,MZ,*02MEJ,MER,27.40,5.10,3.67
07-09-25,MZ,*02MEJ,MER,27.70,5.60,3.64
07-09-25,FM,*02MEJ,MER,27.30,4.70,3.87
07-09-25,FM,*02MEL,MER,28.10,4.35,3.56
07-09-25,FM,*02MEM,MER,27.40,5.00,3.82
07-09-25,FM,*02MEM,MER,27.10,5.20,3.68
07-09-25,MZ,*03MEF,MER,27.70,4.90,3.85
07-09-25,GO,*08MEC,MER,25.10,4.91,3.41
07-09-25,GO,*18MEG,MER,24.70,6.14,3.38
07-09-25,GO,*18MEH,MER,23.80,5.78,3.33
07-09-25,GO,*18MEI,MER,25.20,5.77,3.33
07-09-25,GO,*18MEJ,MER,25.20,5.57,3.28
07-09-25,AN,*12PBF,PBL,22.30,5.73,3.37
07-09-25,AN,*12PBM,PBL,22.60,6.05,3.56
07-09-25,JH,*12PNA,PNN,23.80,4.96,3.96
07-09-25,JH,*12PNA,PNN,24.00,5.34,3.79
07-09-25,JH,*12PNA,PNN,24.10,5.74,3.64
07-09-25,JH,*12PNC,PNN,22.00,5.60,3.60
07-09-25,JH,*12PNH,PNN,24.30,4.77,3.79
07-09-25,JH,*12PNH,PNN,24.70,5.16,3.83
07-09-25,JH,*12PNH,PNN,24.20,5.27,3.69
07-09-25,JH,*12PNH,PNN,24.10,4.84,3.79
07-09-25,JH,*12PNO,PNN,25.50,5.02,3.83
07-09-25,JH,*12PNO,PNN,23.60,5.29,3.68
07-09-25,JH,*12PNO,PNN,24.00,5.63,3.59
07-09-25,JH,*12PNO,PNN,23.60,5.38,3.72
07-09-25,GO,*10RSF,RSL,22.00,7.84,3.17
07-09-25,GO,*10RSU,RSL,22.40,7.51,3.25
07-09-25,AN,*16RSD,RSL,24.60,6.81,3.22
07-09-26,FM,*01CFF,CAF,23.20,5.44,3.21
07-09-26,FM,*04CFC,CAF,26.50,4.41,3.42
07-09-26,FM,*11CFL,CAF,24.90,5.07,3.37
07-09-26,MZ,*11CFM,CAF,24.70,4.93,3.42
07-09-26,FM,*11CFN,CAF,25.20,5.03,3.43
07-09-26,GO,*16CFG,CAF,26.20,4.11,3.72
07-09-26,GO,*16CFG,CAF,25.50,4.30,3.75
07-09-26,JH,*10CAE,CAS,25.30,4.19,3.79
07-09-26,JH,*10CAK,CAS,22.60,4.20,3.68
07-09-26,GO,*10CAN,CAS,24.70,3.94,3.83
07-09-26,MZ,*11CAP,CAS,24.80,5.12,3.32
07-09-26,MZ,*11CAQ,CAS,24.90,5.77,3.30
07-09-26,MZ,*11CAR,CAS,24.80,4.99,3.35
07-09-26,FM,*17CAA,CAS,27.40,4.85,3.59
07-09-26,FM,*17CAB,CAS,25.10,5.09,3.46
07-09-26,JH,*10MEJ,MER,26.10,4.15,3.79
07-09-26,JH,*12MEI,MER,25.60,4.98,3.63
07-09-26,JH,*12MEP,MER,25.20,5.33,3.75
07-09-26,JH,*12MEP,MER,25.30,4.41,3.64
07-09-26,GO,*16MEH,MER,26.80,3.81,3.64
07-09-26,FM,*09PGB,PGR,23.70,4.89,3.44
07-09-26,FM,*09PGD,PGR,24.40,4.91,3.47
07-09-26,FM,*01PNC,PNN,23.40,4.59,3.53
07-09-26,FM,*09PVF,PVD,25.70,6.66,3.31
07-09-26,GO,*16RSD,RSL,21.10,7.77,3.01
07-09-26,GO,*16RSD,RSL,22.60,6.93,3.13
07-09-26,JH,*10SZL,SHZ,24.80,5.89,3.53
07-09-26,JH,*10SZY,SHZ,23.50,6.47,3.73
07-09-26,GO,*16SZK,SHZ,25.90,4.74,3.98
07-09-26,GO,*16SZL,SHZ,22.90,5.64,3.58
07-09-27,MZ,*02CFH,CAF,26.80,4.04,3.52
07-09-27,MZ,*03CFG,CAF,25.30,4.35,3.57
07-09-27,MZ,*02CAA,CAS,25.60,5.33,3.26
07-09-27,MZ,*02CAF,CAS,26.20,4.78,3.41
07-09-27,MZ,*02CAG,CAS,26.20,5.02,3.35
07-09-27,MZ,*02CAO,CAS,25.90,4.45,3.47
07-09-27,MZ,*02CAP,CAS,26.20,5.14,3.60
07-09-27,MZ,*02CAS,CAS,25.70,4.73,3.54
07-09-27,MZ,*03CAH,CAS,25.70,4.76,3.06
07-09-27,MZ,*03CAL,CAS,25.10,5.01,3.48
07-09-27,MZ,*20CAA,CAS,24.10,4.39,3.53
07-09-27,GO,*15CHC,CHD,23.90,10.42,3.65
07-09-27,GO,*15CHC,CHD,23.10,10.20,3.20
07-09-27,*1,*15CHD,CHD,24.40,9.39,3.40
07-09-27,GO,*15CHD,CHD,22.70,10.78,3.02
07-09-27,GO,*15CHE,CHD,24.00,10.01,3.40
07-09-27,GO,*15CHE,CHD,23.90,9.80,3.18
07-09-27,GO,*15CHE,CHD,23.40,10.52,3.15
07-09-27,GO,*15CHG,CHD,23.80,9.36,3.45
07-09-27,GO,*15CHY,CHD,22.70,10.17,3.18
07-09-27,GO,*15CHY,CHD,23.30,9.41,3.41
07-09-27,GO,*15CHY,CHD,23.70,9.16,3.12
07-09-27,MZ,DEKCHD,CHD,23.60,8.23,3.25
07-09-27,MZ,GABCHD,CHD,23.50,6.90,3.41
07-09-27,GO,*15GWH,GZT,22.50,6.84,3.20
07-09-27,MZ,DEKMER,MER,23.90,6.49,3.41
07-09-27,MZ,GABMER,MER,25.10,5.48,3.31
07-09-27,JH,*15PBJ,PBL,22.10,8.20,3.05
07-09-27,JH,*15PBL,PBL,21.30,8.98,3.02
07-09-27,GO,*15PBP,PBL,21.70,8.99,3.32
07-09-27,GO,*15PBQ,PBL,21.90,8.20,3.05
07-09-27,JH,*15PBS,PBL,22.10,8.30,2.98
07-09-27,JH,*15PGT,PGR,22.80,8.21,3.18
07-09-27,JH,*15PGU,PGR,22.50,7.53,3.16
07-09-27,JH,*15PGV,PGR,23.70,7.14,3.22
07-09-27,GO,*07PNC,PNN,23.60,7.76,3.13
07-09-27,GO,*07PNC,PNN,22.10,9.10,3.08
07-09-27,MZ,*20PVC,PVD,25.30,6.16,3.48
07-10-01,GO,SPEBCE,BCC,19.00,7.12,3.21
07-10-01,JH,HINCHB,CHD,20.90,10.50,3.24
07-10-01,GO,SRSGAE,GAM,23.10,9.43,3.51
07-10-01,JH,SPEGWH,GZT,21.40,7.12,3.38
07-10-01,MZ,*02MEJ,MER,27.50,4.80,3.65
07-10-01,EK,*02MEJ,MER,27.20,4.15,4.11
07-10-01,EK,*02MEJ,MER,27.80,4.75,4.02
07-10-01,MZ,*02MEL,MER,28.10,4.63,3.83
