Q G ~ Q   u   a   i   l   s       G   a   t   e       E   s   t   a   t   e       W   i   n   e   r   y   .,,,,,,,,
Agricultural Summary,,,,,,Page 1 of 10,,
"QGV - Quails Gate Vineyard / F4B10,F4B11",,Phenological,2015-06-05,E-L 23,,,.,
QGV - Quails Gate Vineyard / F4B1,,Phenological,2015-06-05,E-L 22,,,.,
"QGV - Quails Gate Vineyard / F3B5,F3B6,B3B7,F3",,Phenological,2015-06-05,E-L 22,,,.,
QGV - Quails Gate Vineyard / F3B4,,Phenological,2015-06-05,E-L 25,,,.,
QGV - Quails Gate Vineyard / F3B3,,Phenological,2015-06-05,E-L 22,,,.,
QGV - Quails Gate Vineyard / F3B2,,Phenological,2015-06-05,E-L 27,,,.,
QGV - Quails Gate Vineyard / F3B1,,Phenological,2015-06-05,E-L 22,,,.,
QGV - Quails Gate Vineyard / F2B9,,Phenological,2015-06-05,E-L 22,,,.,
QGV - Quails Gate Vineyard / F2B8,,Phenological,2015-06-05,E-L 22,,,.,
QGV - Quails Gate Vineyard / F2B7,,Phenological,2015-06-05,E-L 21,,,.,
QGV - Quails Gate Vineyard / F2B6,,Phenological,2015-06-05,E-L 21,,,.,
"QGV - Quails Gate Vineyard / F2B4,F2B5",,Phenological,2015-06-05,E-L 24,,,.,
QGV - Quails Gate Vineyard / F2B3,,Phenological,2015-06-05,E-L 19,,,.,
QGV - Quails Gate Vineyard / F2B2,,Phenological,2015-06-05,E-L 23,,,.,
QGV - Quails Gate Vineyard / F2B1,,Phenological,2015-06-05,E-L 19,,,.,
QGV - Quails Gate Vineyard / F1B7,,Phenological,2015-06-05,E-L 19,,,.,
QGV - Quails Gate Vineyard / F1B6,,Phenological,2015-06-05,E-L 19,,,.,
QGV - Quails Gate Vineyard / F1B5,,Phenological,2015-06-05,E-L 21,,,.,
QGV - Quails Gate Vineyard / F1B4,,Phenological,2015-06-05,E-L 21,,,.,
QGV - Quails Gate Vineyard / F1B3,,Phenological,2015-06-05,E-L 25,,,.,
QGV - Quails Gate Vineyard / F1B2,,Phenological,2015-06-05,E-L 25,,,.,
QGV - Quails Gate Vineyard / F1B1,,Phenological,2015-06-05,E-L 22,,,.,
MAN - Mannhardt / Sunnyside / F2B10,,Phenological,2015-06-04,Full Bloom,,,.,
"QGV - Quails Gate Vineyard / F5B1,F5B2,F5B3,F5",,Phenological,2015-06-04,"Full Bloom
F5 B5,6 Pinot Noir Full Bloom June 05",,,8.7,
,,,,,,,,
"QGV - Quails Gate Vineyard /   F1B1,F1B2,F2B1",,Phenological,2015-06-04,Full Bloom,,,4.7,
OSO - Osoyoos Vineyard / B2,,Phenological,2015-06-03,Full Bloom,,,1.,
OSO - Osoyoos Vineyard / B3,,Phenological,2015-06-01,Full Bloom,,,2.3,
"MRT - Martyna Vineyard / B1,B2,B3,B4,B5",,Phenological,2015-06-01,E-L 19,,,.,
PAT - Patricia Vineyard / entire,,Phenological,2015-06-01,E-L 18,,,.,
WPV - West Point Vineyard / B7-8,,Phenological,2015-06-01,E-L 19,,,.,
WPV - West Point Vineyard / B1-6,,Phenological,2015-06-01,E-L 20,,,.,
"QGV - Quails Gate Vineyard /   F3B2,F4B4",,Phenological,2015-05-29,Full Bloom,,,1.9,
Q G ~ Q   u   a   i   l   s       G   a   t   e       E   s   t   a   t   e       W   i   n   e   r   y   .,,,,,,,,
Agricultural Summary,,,,,,Page 4 of 10,,
Location / Sub,Type,,Date,,Note                                     Acres,,,
"OSO - Osoyoos Vineyard / B1,B4,B5,B6",,Phenological,2015-05-23,Foch Full Bloom,,,11.5,
WPV - West Point Vineyard / entire,,Phenological,2015-05-15,E-L 13,,,.,
"PAT - Patricia Vineyard / B1,B2,B3,B4",,Phenological,2015-05-15,E-L 11,,,.,
"ILV - Illig Vineyard / B1,B2",,Phenological,2015-05-15,E-L 12,,,.,
"BFV - Blue Fox Vineyard / B1,B2,B3,B4",,Phenological,2015-05-15,E-L 13,,,.,
"MRT - Martyna Vineyard / B1,B2,B3,B4,B5",,Phenological,2015-05-15,E-L 13,,,.,
QGV - Quails Gate Vineyard / F3B1,,Phenological,2015-05-11,E-L 11,,,.,
"QGV - Quails Gate Vineyard / F2B7,F2B8,F2B9",,Phenological,2015-05-11,E-L 9,,,.,
QGV - Quails Gate Vineyard / F2B2,,Phenological,2015-05-11,E-L 11,,,.,
QGV - Quails Gate Vineyard / F1B7,,Phenological,2015-05-11,E-L 11,,,.,
QGV - Quails Gate Vineyard / F1B6,,Phenological,2015-05-11,E-L 11,,,.,
QGV - Quails Gate Vineyard / F1B5,,Phenological,2015-05-11,E-L 11,,,.,
"QGV - Quails Gate Vineyard / F1B3,F1B4",,Phenological,2015-05-11,E-L 11,,,.,
QGV - Quails Gate Vineyard / F1B2,,Phenological,2015-05-11,E-L 12,,,.,
MAN - Mannhardt / Sunnyside / F3B5,,Phenological,2015-05-08,E-L 9,,,.,
MAN - Mannhardt / Sunnyside / F3B4,,Phenological,2015-05-08,E-L 7,,,.,
MAN - Mannhardt / Sunnyside / F2B10,,Phenological,2015-05-08,E-L 12,,,.,
"MAN - Mannhardt / Sunnyside / F3B2,F3B3",,Phenological,2015-05-08,E-L 11,,,.,
MAN - Mannhardt / Sunnyside / F3B1,,Phenological,2015-05-08,E-L 9,,,.,
"MAN - Mannhardt / Sunnyside / F2B5,F2B6,F2B7",,Phenological,2015-05-08,E-L 9,,,.,
MAN - Mannhardt / Sunnyside / F2B4,,Phenological,2015-05-08,E-L 11,,,.,
MAN - Mannhardt / Sunnyside / F2B3,,Phenological,2015-05-08,E-L 9,,,.,
"MAN - Mannhardt / Sunnyside / F2B1, F2B2",,Phenological,2015-05-08,E-L 9,,,.,
"MAN - Mannhardt / Sunnyside / F1B4, F1B5",,Phenological,2015-05-08,E-L 9,,,.,
"MAN - Mannhardt / Sunnyside / F1B1,F1B2",,Phenological,2015-05-08,E-L 9,,,.,
MAN - Mannhardt / Sunnyside /   F1B3,,Phenological,2015-05-08,E-L 11,,,.,
QGV - Quails Gate Vineyard / F5B8/9,,Phenological,2015-05-08,E-L 11,,,.,
"QGV - Quails Gate Vineyard / F5B7,F6B1,F6B2",,Phenological,2015-05-08,E-L 11,,,.,
"QGV - Quails Gate Vineyard / F5B1,F5B2,F5B3,F5",,Phenological,2015-05-08,E-L 11,,,.,
"QGV - Quails Gate Vineyard / F4B7,F4B8,F4B9",,Phenological,2015-05-08,E-L 11,,,.,
"QGV - Quails Gate Vineyard / F4B5,F4B6",,Phenological,2015-05-08,E-L 11,,,.,
QGV - Quails Gate Vineyard / F4B4,,Phenological,2015-05-08,E-L 13,,,.,
"QGV - Quails Gate Vineyard / F4B2,F4B3",,Phenological,2015-05-08,E-L 11,,,.,
"QGV - Quails Gate Vineyard / F4B10,F4B11",,Phenological,2015-05-08,E-L 11,,,.,
QGV - Quails Gate Vineyard / F4B1,,Phenological,2015-05-08,E-L 12,,,.,
"QGV - Quails Gate Vineyard / F3B5,F3B6,B3B7,F3",,Phenological,2015-05-08,E-L 11,,,.,
QGV - Quails Gate Vineyard / F3B4,,Phenological,2015-05-08,E-L 12,,,.,
QGV - Quails Gate Vineyard / F3B3,,Phenological,2015-05-08,E-L 9,,,.,
QGV - Quails Gate Vineyard / F3B2,,Phenological,2015-05-08,E-L 13,,,.,
QGV - Quails Gate Vineyard / F2B6,,Phenological,2015-05-08,E-L 11,,,.,
"QGV - Quails Gate Vineyard / F2B4,F2B5",,Phenological,2015-05-08,E-L 12,,,.,
QGV - Quails Gate Vineyard / F2B3,,Phenological,2015-05-08,E-L 11,,,.,
QGV - Quails Gate Vineyard / F2B1,,Phenological,2015-05-08,E-L 12,,,.,
Q G ~ Q   u   a   i   l   s       G   a   t   e       E   s   t   a   t   e       W   i   n   e   r   y   .,,,,,,,,
Agricultural Summary,,,,,,Page 5 of 10,,
Location / Sub,Type,,Date,,Note                                     Acres,,,
QGV - Quails Gate Vineyard / F1B1,,Phenological,2015-05-08,E-L 11,,,.,
"QGV - Quails Gate Vineyard / F1B7,F2B3",,Phenological,2015-04-25,,,,6.2,
"QGV - Quails Gate Vineyard / F2B2,F2B7,F2B8,F2",,Phenological,2015-04-24,Budbreak,,,12.,
MAN - Mannhardt / Sunnyside / F3B3,,Phenological,2015-04-22,budbreak,,,.,
"QGV - Quails Gate Vineyard /   F1B3,F1B4,F1B5,F",,Phenological,2015-04-21,BudBreak,,,14.5,
"QGV - Quails Gate Vineyard /   F1B3,F1B4,F1B5,F",,Phenological,2015-04-21,"Budbreak
Both Chasselas Blocks F1B7, F2B3 will be most likely later this week April- 24th",,,20.8,
,,,,,,,,
"MAN - Mannhardt / Sunnyside / F1B4,F1B5,F2B5",,Phenological,2015-04-20,Budbreak,,,9.1,
"QGV - Quails Gate Vineyard /   F2B6,F5B5,F5B6",,Phenological,2015-04-20,"Budbreak
Chenin Blanc April 13th",,,6.6,
,,,,,,,,
"QGV - Quails Gate Vineyard /   F3B1,F3B3,F4B2,F",,Phenological,2015-04-18,Budbreak,,,7.8,
"BFV - Blue Fox Vineyard / B1,B2,B3,B4",,Phenological,2015-04-17,,,,5.5,
WPV - West Point Vineyard / entire,,Phenological,2015-04-17,Budbreak,,,.,
"QGV - Quails Gate Vineyard /   F4B7,F4B8,F4B9,F",,Phenological,2015-04-15,Budbreak,,,6.7,
MAN - Mannhardt / Sunnyside /   F1B3,,Phenological,2015-04-14,Budbreak,,,5.1,
"MAN - Mannhardt / Sunnyside / F2B1,F2B2,F2B9",,Phenological,2015-04-13,Budbreak,,,8.8,
"MAN - Mannhardt / Sunnyside / F1B1,F1B2,F3B4",,Phenological,2015-04-13,Budbreak,,,7.6,
"QGV - Quails Gate Vineyard / F5B1,F5B2,F5B3,F5",,Phenological,2015-04-13,Budbreak,,,8.6,
"MRT - Martyna Vineyard / B3,B5",,Phenological,2015-04-10,"Around 5% winter bud damage (primary bud)
Riesling BudBreak April-20th B1, B2,
B4",,,7.8,
,,,,,,,,
OSO - Osoyoos Vineyard / B3,,Phenological,2015-04-08,"Budbreak
Syrah B2 budbreak   April-15",,,2.3,
,,,,,,,,
"QGV - Quails Gate Vineyard /   F3B2,F4B4",,Phenological,2015-04-05,Budbreak,,,1.9,
"QGV - Quails Gate Vineyard /   F1B2,F4B1",,Phenological,2015-04-05,Budbreak,,,3.2,
"OSO - Osoyoos Vineyard / B1,B4,B5,B6",,Phenological,2015-03-30,Budbreak!!,,,11.5,
"QGV - Quails Gate Vineyard / F2B7,F2B8",,Phenological,2015-02-06,"Winter bud damage -19C early
November 35% overall, only 14% the first three buds",,,3.5,
,,,,,,,,
QGV - Quails Gate Vineyard / F2B2,,Phenological,2015-02-06,"Winter bud damage -19C early November 38% overall, only 23% on the first three buds-Spur",,,2.8,
,,,,,,,,
"QGV - Quails Gate Vineyard / F1B7,F2B3",,Phenological,2015-02-05,Winter bud damage -19C early November 10% primary bud,,,6.2,
,,,,,,,,
QGV - Quails Gate Vineyard /   F2B1,,Phenological,2015-02-05,Winter bud damage -19C early November 26% primary bud,,,2.7,
,,,,,,,,
"QGV - Quails Gate Vineyard / F6B1,F6B2",,Phenological,2015-02-05,Winter bud damage -19C early November 13%,,,4.9,
,,,,,,,,
MAN - Mannhardt / Sunnyside / F3B3,,Phenological,2015-02-05,Winter bud damage -19C early November 12%,,,2.9,
,,,,,,,,
"QGV - Quails Gate Vineyard / F4B5,F4B6,F5B7",,Phenological,2014-06-23,Full Bloom,,,4.5,
"MAN - Mannhardt / Sunnyside / F1B1,F1B2,F3B4",,Phenological,2014-06-23,Full Bloom,,,10.5,
"PAT - Patricia Vineyard / B1,B2,B3,B4",,Phenological,2014-06-23,Full Bloom,,,9.1,
Q G ~ Q   u   a   i   l   s       G   a   t   e       E   s   t   a   t   e       W   i   n   e   r   y   .,,,,,,,,
Agricultural Summary,,,,,,Page 6 of 10,,
Location / Sub,Type,,Date,,Note                                     Acres,,,
"MRT - Martyna Vineyard / B1,B2,B3,B4,B5",,Phenological,2014-06-23,Full Bloom,,,15.6,
"QGV - Quails Gate Vineyard / F1B7,F1B4,F2B4,F2",,Phenological,2014-06-23,Full Bloom,,,11.5,
MAN - Mannhardt / Sunnyside / F1B3,,Phenological,2014-06-22,Full Bloom,,,5.1,
"MAN - Mannhardt / Sunnyside / F2B1,F2B2,F2B9",,Phenological,2014-06-22,Full Bloom,,,5.9,
"QGV - Quails Gate Vineyard / F2B2,F2B7,F2B8,F2",,Phenological,2014-06-22,Full Bloom,,,12.,
"QGV - Quails Gate Vineyard / F1B3,F1B4,F2B1,F5",,Phenological,2014-06-22,Full Bloom,,,14.1,
QGV - Quails Gate Vineyard / F2B6,,Phenological,2014-06-21,Full Bloom,,,4.,
"MAN - Mannhardt / Sunnyside / F1B4, F1B5",,Phenological,2014-06-21,Full Bloom,,,4.3,
"QGV - Quails Gate Vineyard / F1B5,F1B6",,Phenological,2014-06-21,Full Bloom,,,5.,
"BFV - Blue Fox Vineyard / B1,B2",,Phenological,2014-06-21,Full Bloom,,,5.5,
"QGV - Quails Gate Vineyard /   F1B1,F1B2,F2B1",,Phenological,2014-06-21,Full Bloom,,,4.7,
"QGV - Quails Gate Vineyard / F3B1,F3B3,F3B5,F3",,Phenological,2014-06-21,Full Bloom,,,6.1,
"QGV - Quails Gate Vineyard / F4B2,F4B3",,Phenological,2014-06-20,Full Bloom,,,3.6,
"QGV - Quails Gate Vineyard / F4B5,F4B6,F5B7",,Phenological,2014-06-20,Full Bloom,,,4.5,
"QGV - Quails Gate Vineyard /   F4B7,F4B8,F4B9,F",,Phenological,2014-06-20,Full Bloom,,,6.7,
"MAN - Mannhardt / Sunnyside / F2B3,F2B4,F2B5",,Phenological,2014-06-20,Full Bloom,,,5.6,
"QGV - Quails Gate Vineyard / F5B1,F5B2,F5B3,F5",,Phenological,2014-06-19,Full Bloom,,,10.9,
"OSO - Osoyoos Vineyard / B2,B3",,Phenological,2014-06-13,Full Bloom,,,3.3,
"QGV - Quails Gate Vineyard /   F3B2,F4B4",,Phenological,2014-06-07,Full Bloom,,,1.9,
"OSO - Osoyoos Vineyard / B1,B4,B5,B6",,Phenological,2014-06-03,Full Bloom,,,11.5,
"QGV - Quails Gate Vineyard / F2B2,F2B7,F2B8,F2",,Phenological,2014-05-07,Budbreak,,,12.,
"MRT - Martyna Vineyard / B1,B2,B3,B4,B5",,Phenological,2014-05-06,,,,15.6,
PAT - Patricia Vineyard / entire,,Phenological,2014-05-06,,,,9.1,
"QGV - Quails Gate Vineyard /   F5B8/9,F2B4,F2B5,",,Phenological,2014-05-06,Budbreak,,,10.3,
"MAN - Mannhardt / Sunnyside / F1B1,F1B2,F1B3",,Phenological,2014-05-05,,,,15.9,
"QGV - Quails Gate Vineyard / F4B5,F4B6,F5B7",,Phenological,2014-05-05,Budbreak,,,4.5,
"QGV - Quails Gate Vineyard /   F1B3,F1B4",,Phenological,2014-05-05,Budbreak,,,9.5,
"MAN - Mannhardt / Sunnyside / F2B1,F2B2,F2B9",,Phenological,2014-05-04,,,,5.9,
"MAN - Mannhardt / Sunnyside / F1B5,F2B5,F2B6",,Phenological,2014-05-04,,,,5.8,
"QGV - Quails Gate Vineyard / F3B1,F3B3,F3B5,F3",,Phenological,2014-05-04,Budbreak,,,6.1,
"QGV - Quails Gate Vineyard / F4B2,F4B3,F4B10,F",,Phenological,2014-05-03,Budbreak,,,9.4,
"QGV - Quails Gate Vineyard / F4B7,F4B8,F4B9",,Phenological,2014-05-02,Budbreak,,,3.4,
QGV - Quails Gate Vineyard / F2B6,,Phenological,2014-05-02,Budbreak,,,4.,
"QGV - Quails Gate Vineyard / F5B1,F5B2,F5B3,F5",,Phenological,2014-05-02,Budbreak,,,8.6,
"QGV - Quails Gate Vineyard / F1B5,F1B6",,Phenological,2014-05-02,Budbreak,,,5.,
"QGV - Quails Gate Vineyard /   F1B2,F4B1",,Phenological,2014-04-30,Budbreak,,,3.2,
"OSO - Osoyoos Vineyard / B1,B4,B5,B6",,Phenological,2014-04-24,Budbreak,,,11.5,
"QGV - Quails Gate Vineyard / F1B1,F2B7,F2B8,F2",,Phenological,2014-04-04,Budbreak,,,10.4,
OSO - Osoyoos Vineyard / B2,,Phenological,2014-02-18,Primary bud damage: 36%,,,.,
QGV - Quails Gate Vineyard / F2B2,,Phenological,2014-02-18,Primary bud damage: 8% (mp),,,.,
"QGV - Quails Gate Vineyard / F4B5,F4B6",,Phenological,2014-02-18,Primary bud damage: 8% (mp),,,.,
"QGV - Quails Gate Vineyard / F6B1,F6B2",,Phenological,2014-02-18,Primary bud damage: 4% (mp),,,.,
QGV - Quails Gate Vineyard / F3B3,,Phenological,2014-02-18,Primary bud damage: 9% (mp),,,.,
Q G ~ Q   u   a   i   l   s       G   a   t   e       E   s   t   a   t   e       W   i   n   e   r   y   .,,,,,,,,
Agricultural Summary,,,,,,Page 7 of 10,,
Location / Sub,Type,,Date,,Note                                     Acres,,,
QGV - Quails Gate Vineyard / F2B1,,Phenological,2014-02-18,Primary bud damage: 21% (mp) Secondary bud damage: 1% (mm),,,.,
,,,,,,,,
"MRT - Martyna Vineyard / B3,B5",,Phenological,2014-02-13,Primary bud damage: 7%,,,.,
PAT - Patricia Vineyard / entire,,Phenological,2014-02-12,Primary bud damage: 16% (mp),,,.,
